review_sentiment,text
__label__1,Can't Manage to think about it...: The Last Unicorn is a TERRIBLE movie for one the DVD release was very poor and some aspects of the film weren't made for children...or ANYONE for that matter. There isn't really a point to this film so DO NOT BUY IT!
__label__1,The Last Unicorn: If I could give this a half star I would. I bought this for my children to watch and I felt with a rated G rating that I was safe. How wrong I was. I am ashamed to say that I let my children see this before I did. When the magician is tied to the tree and his magic brings the tree to life all I see is the tree and her huge breasts. And the magician is stuck between her cleavage. The world is getting sick enough that I don't need to show a cartoon to my children with this garbage in it. I am highly disappointed and so are my children because they cannot watch this movie. I think that you need to watch this movie first before showing small children.
__label__1,I like Unicorns but this? Blah!: The last unicorn stinks. You really shouldn't see it. Some people like it but i think it's a bad movie and doesn't have really good characters. People who like it like it. We all have different opinions.
__label__1,Great movie shoddy DVD: The Last Unicorn was my favorite movie when I was a kid. The story is sweet the animation lovely. I eagerly bought a copy on VHS when I saw it some years ago and awaited the release of the DVD with glee.Unfortunately my glee was somewhat unfounded. While the movie itself is still as wonderful as ever the DVD itself is shoddy work. The movie is only presented in fullscreen (though there was a widescreen laser disc available) there are no extras -- even the picture quality is less than outstanding.If you're looking to replace a worn VHS this is certainly a good option. If on the other hand you are waiting for a DVD treatment worthy of this beautiful movie you have more waiting ahead of you.
__label__1,Fantastic Movie Worse Transfer Seen DVD: I remember seeing the Last Unicorn when it was first released in the 80's and loved it ever since. The story should keep adults interested throughout with a wonderful story about dreams love and sacrifice. The voice acting is first rate as well as the soundtrack. Yet the transfer onto DVD is the worst I've even seen the opening titles are blurry the picture fuzzy. One review questioned that it may have came from the master VHS. I would not even go that far it's a very poor copy as for the sound if you have 5.1 surround you'll hear music and the voices coming from all directions. I view my movies on a HDTV and that's even no help. As for extras there are none not even a trailer. So should you get it? Its nice to have it added to my collection but expect a poor VHS viewing vice the clear DVD.
__label__2,Fantasy or reality: I have always loved this movie and was so excited to learn it was on DVD finally. A wonderful cast and wonderful music. I could watch it again and again. I love it.
__label__2,A Truly Beautiful Film!: When I was about four or five years old I loved to watch The Last Unicorn. Spotting it at Blockbuster I decided to rent it wondering how I would see it now.I was worried when I saw that the animation was Rankin/Bass but in the end I found it to be a visual confection.Some of the characters do look a little cheesy but most of the time the animation dazzled me. In particular Mommy Fortuna's tree stump hat is very cool forestscapes are ethereal and I love Molly's BIG brown eyes.My favorite scene is the meeting of Molly and the Unicorn...The woman is angered that the Unicorn came to her at a low point in her life rather than when she was "new and innocent." After that schpiel Molly embraces her and whispers "I forgive you."To my mind this is one of those works like The Little Prince or The Mouse and His Child that is meant for chidren but is sincere enough to captivate adults as well. Well done.
__label__1,Possibly the worst DVD transfer I've ever seen: First things first: This is a nice movie for kids particularly little girls. The story is compelling though the animation is pretty lousy. The music written by the estimable Jimmy Webb and sung by America is quite good. I'd give the movie 3 stars on the whole 4 stars for a little girl.Now for this particular DVD. It's absolutely attrocious! The picture looks no better than an average VHS cassette. Worse (MUCH worse) the soundtrack suffers from noticable pitch inconsistencies. It sounds like a dub from a BAD cassette tape. There is no excuse for this and I've never seen (or heard) a poorer DVD transfer.If you already own this movie on VHS there's no reason to spend any money to get his version. It's surely no better than the copy you have and is (because of the soundtrack wow and flutter) arguably worse.
__label__2,Untitled: I love this movie so much. I have been watching it for years and I have yet to grow tired of it. It is a great movie with beautiful songs and music. The story-line will capture you. This is definately one of MY favorite movies.
__label__2,Good movie: This is a great movie! I first saw it when I was about 6 and I still love it! Beware of the profanity! I recently saw it again and I was surprised to hear the bad language because of the G rating.
__label__2,AN ALL TIME CLASSIC: People of all ages love this story. It is currently a movie and a book and both are equally fantastic. The Last Unicorn has been my favorite movie for as long as I can remeber. This movie will never leave you stranded. It has all the elements a fantasy story should have. Buy it while you can because this movie will remain for years to come and the longer you wait the more expensive it will be. This movie is a true classic.
__label__2,Next best thing to being in a Chicago blues club: Not sure why I added this one to my large collection but it is now one of my favorites. My biggest regret is not getting to see him live before he died. Unlike some CDs where there is only one or 2 good songs this one has lots of great songs.
__label__1,Yet another version another vocalist.: The sound musically is good. That's the only reason I give it one star. But for the vocals no stars. If you don't care who sings then buy it. I regret buying this cd because the vocals don't appeal to me. Take advantage of the "Listen to" songs when available. Unfortunately on this cd that option is not available. But many others do have it.
__label__2,Awesome drum for a crappy drummer.: This drum is sweet. It looks amazing coming out of the box a classic beautiful design. I swapped the stock Weather Master heads for an Emperor Coated/ Clear Ambassador Reso. Also swapped stock snares for 42-strand wires. No complaints about sound from this beauty.My only complaint to date is the strainer. The standard P-85 strainer would often get snagged when moving the snares from off to on. This sucks big time when you're in the middle of a song fighting with the strainer to co-operate. I got desperate and almost snapped the arm off it once. This may have been a problem on my end seating it incorrectly or something. I'll soon swap to a P-86 strainer.Also watch out for fingerprints on this! The chrome looks awesome when it's clean however fingerprints really stand out.. and drive me mad. Minor detail but thought it was worth mentioning.Overall very good drum. If mine got stolen or destroyed in a fire I would buy another.
__label__2,One glaring omission one glaringly bad inclusion: What were they thinking when they put this collection together? Yes it has almost - ALMOST - all of Elvis's greatest hits but where is "One Night"? And why why why would they dare to include Elvis's horrendous live version of "Polk Salad Annie" and omit a classic like "One Night"? It is for that glaring omission and that glaringly bad inclusion that I give this collection a rating of 4 rather than 5. Hey I love Elvis Presley's music as much as anyone but he had no business recording "Polk Salad Annie." There's only one version of that song that should ever be heard and that's the original by the song's writer Tony Joe White.
__label__2,A book for the ages: I mistakenly checked this book out of the library when I was in 4th grade (1964) thinking it was going to be about knights ("The Silver Sword"). Imagine my surprise when upon reading the first page I discovered it was about a young boy (my age) separated from his family during WWII. Yet even that first page sucked me in. I was not an avid or even a good reader at that age but I couldn't put it down and finished the book in two days. I proceeded to check it out at least once a year until I could no longer find it in libraries. It was probably the single biggest reason I learned to love reading. My son is now in 4th grade and I logged on to see if I could find it and will make sure it becomes a part of his life as well.
__label__1,No Joy Here: The site of an immaculately turned out Susan Hampshire in thick eyeliner and gleaming white (flared) trouser suit prancing through the Serengeti should serve as an immediate red flag. This is about as far as you can get from Bill Travers' and Virginia McKenna's charming performances in Born Free never mind invoking the real Adamsons who led interesting and ultimately tragic lives. Doesn't seem much like Kenya in the fifties to me (I was there). Give it a miss.
__label__1,Disappointing!: This Born Free sequel lacks authenticity (the two leads show a loving relationship when the opposite is well-known) and credibility (how in the world could the three young cubs shown have survived on their own for as long as they supposedly did?). It's also boring.
__label__2,Mini Shuttle Astronaut: I love this item! It occupies the top shelf of my "sci-fi shrine" next to my tiny Star Trek models.
__label__2,Born Free!: This film is great for family! I watched online through Amazon Prime and it played perfect and was so crystal clear! I recommend this movie for all families!This movie will make you laugh and cry it is that Great! I will order this DVD through Amazon.com soon and add it to my library! This movie is also educational for everyone!I Just Love all Cats wild or tame! I have my own domestic cat called Snowy he is 8 years old now and mostly all white with a little apricot on his ears and tail he also has light blue eyes! Cats Rule Dogs Drool!! Sorry I am just kidding I like all animals!
__label__2,BORN FREE: THIS IS AN EXCELLENT MOVIE THE QUALITY IS NOT AS GOOD AS IT SHOULD BEBUT ITS GREAT TO WATCH AFTER ALL THESE YEARS
__label__2,THE FAMILY UNDER THE BRIDGE: THIS BOOK HAD GREAT CHARACTERS AND PLOT. IT TOOK PLACE IN PARISFRANCE. IT IS ABOUT A FAMILY WITHOUT A HOME. MY FAVORITE CHARACTER IS ARMAND THE TRAMP.THE ILLUSTRATIONS REALLY ADDED TO THE STORY. I CAN SEE WHY IT WON A NEWBERRY MEDAL. I WOULD RECOMMEND THIS BOOK TO EVERYONE.
__label__1,Cute story with difficult vocabulary for kids: This book set in Paris in late December follows a hobo named Armand who's gruff on the outside but reveals his inner warmth when he finds a newly homeless family living under "his" bridge. While this book does have many good points this isn't a book I would recommend. The story would be very entertaining to a fifth grader but the vocabulary skills and difficulty understanding Paris or gypsies would frustrate a reader in this age group. A sixth grader however would more easily comprehend the vocabulary (I admit that I didn't know many of the words and had to guess at their meaning in context--and I don't consider my vocabulary skills poor by any means) and cultural situations but they would be bored by the simplistic story. In all I would not recommend it not because it is a bad book but because I think there are better choices out there.
__label__2,The Family Under the Bridge: This book The Family Under the Bridge is about an old hobo named Armand. He and a family live in Paris.Armand the old hobo pushed all of his belongings around in an old baby buggy that had no hood.One day Armand took the Calcet children Suzy Paul & Evelyne to see Father Christmas.A whilr later Armand took the children and their mother to a gypsy camp where they lived for a few days. But then the gypsys moved away and they were again homeless.And because Armand loved the children so much he got a job at the Halles. And while he was there he could picture the wholr family sitting and playing in the house.And until then they have lived happily ever after.
__label__2,Mitford Years ammended: Very fast response to my request. Excellent condition of the book. Would heartily recommend.
__label__1,Disappointed: I was very disappointed in this book. She seems to have gotten bored with her characters. I have loved all the previous books but it seems like someone forced her to write this one. Very disappointing. Very disjointed.
__label__2,Perfect: Thank you for the prompt delivery and the book arrived in the described condition. The book was great and I really love the whole series.
__label__2,Absolutely the BEST: I have worn NARS Sunset Strip lip gloss for over 8 years and still continue to get compliments on the color. I have tried all the other major brands Dior La Prairie Laura Mercier and Bobby Brown to name a few and nothing begins to compare. The color saturation is perfect and the formula is great without being too sticky. Many brands do not stay put but the NARS is always there. I think the one major difference is that I always use a lip pencil first this helps to intensify the color and hold the gloss on the lip. Unfortunately I have been informed that they are discontinuing this color but they have a new one called wonder that looks similar. Anyway regardless of the color I highly recommend NARS lipgloss.
__label__2,Better than expected: My foot doc recommended I use this first instead of going in for surgery for a bunion. He told me to wear it for at least 3 months at night. So far it's been about 3 months and I do see a minimal difference with the severity of the bunion. I can wear a pair of narrow shoes now that I previously could not. It's not an overnight cure but I would recommend this for anyone with a Stage 1 bunion issue. It looks cheap but it's surprisingly durable! It may feel a bit uncomfortable for the first few nights but you get used to it.
__label__1,The shadows between: The poltergiest: The Legacy book The Shadows Between left me in the dark. Even through the story was interesting to read I had to real follow the plot carefully. The story start with the appearance of a man David Carson arriving at The Legacy House. Who he is and where he came from is discovered as the story moves on in the book. I am a fan of the series and the books except for this one. It was slow going and for one to understand what is happenning in the story you have to read very carefully or read it a second time. I did enjoy reading the other books in the series but "The Shadows Between" left me confused about what was going on. Sorry.
__label__2,Wonderful book!: I use this book because I am under a doctor's care and have to track my food intake and exercise daily. I'm also supposed to take notes on how I feel physically each day. I was happy to find a book that included everything I needed. It's the first one I've found and I've been doing this for a while. I also write my medications down on the journal page after I take them and have them all listed in the front. That way in case of emergency the crew would know what I take. I carry this book in my purse and love it.
__label__2,Streisand at her comic best: This was Barbra Streisand's first non singing role but her performance is pure musical-comedy. She is hilariously funny! She also has a very good chemistry with co-star George Segal. With a truly witty script by Buck Henry they make a great pair. This is a very funny movie and makes a great showcase for Ms. Streisand's comedic flair. Her fans will love it and those who aren't fans? Hey she'll win you over. Have a great time watching!
__label__1,Warning - misleading listing: This item is advertised as being the R-rated (original) version. It is not! It is the reissued (and censored) GP-13 version which is not nearly as good or as funny.The listing should be corrected and we can only hope that one day the studio will release the DVD in its original version.
__label__2,Anamorphic Widescreen: This imported DVD has a nice picture. It comes in the original aspect ratio of approximately 1:85 anamorphic widescreen. The audio is in Dolby Digital Mono and has Korean Spanish English and Italian subtittles. Buy it while you can because this movie is not available in DVD in the United States.
__label__1,Okay!: I was about 16 years old when this movie was in the movie theaters and being a fan of Brooke Shields I watched Endless Love and I actually liked it but unfortunately I let some people convince me that it wasn't a good movie to like but now that I'm older I find that I like this movie again and think it was good so I'm editing an older review that I wrote in which I gave it a low rating of two stars but I now would rate it 3 1/2 stars.
__label__1,misrepresented usefulness: Book was advertised to help with any type of writing. It is not. It is only useful for improving the writing of articles ie. newspaper mag. etc.
__label__2,The Slipper and the Rose: Finallyit's going to happen on April 252000. I just couldn't believe that a video of one of the best musicals ever made didn't exist. My daughter and I recorded it years ago when she was little and we have watched it over and over for years. You have to get this movie just for the songs which were nominated for the Academy Awards. This movie is destined to become an all time classic. Now many more people will get to experience the best Cinderella story of all. It's been long overdue.
__label__1,Caution with this supplier: this product is ok however unlike the discription claims it is not easy to cut even with new sharp tools the seets that I recieved tend to be very hard almost like Lenoleum tile for your floor but even harder serface then even those. Either the product some where got exposed to extreame heat or its old.
__label__1,All show no go.: The key word in the title is "unique." I'll give it that. I'm sure the contents pass muster as "art" and in that regard I know what I like; this ain't it. Most of these tracks take forever to go anywhere and sound like Chip Davis & Co. have just discovered synthesizers and looping software. The only really listenable track is "Zip-A-Dee-Doo-Dah" which establishes fairly quickly and at least sounds like the song it's supposed to be. Even it along with most of the others is a study in "Hey Mom watch this!" sound effects generation unworthy of either the Disney moniker or Mannheim Steamroller. "When You Wish Upon A Star" tangled up with "Twinkle Twinkle Little Star" - with neither really coming to the fore - borders on insulting; Jiminy Cricket would not be happy! Unless you're a fan of early Moog experiments pass on this one.
__label__2,Correction of author: author is Arloc Sherman: As can be found on eric.ed.gov and cbpp.org and in this review at the Harvard Educational Review ([...]) the correct author of this book is Arloc Sherman.Marian Wright Edelman a highly noted scholar and activist for children wrote the Introduction while Robert M. Solow wrote the Foreword.
__label__2,A kitchen staple: I love this pan. I use it practically every day. We received one for our marriage and after 20 years I finally had to replace it. (A second one we received a few years later is still holding up beautifully.) The pan is the perfect size for a can of soup or vegetables or a gravy mix. I absolutely love it!
__label__2,great movie: I live In Rutherford County and my husband worked for Damon Huskey on which the movie is based. Some of the things were a little far fetched but all in all is depicted as he lived.The Part of the movie of the 3 officers that were killed was based on actual events as it took place on that horrible evening May 31st 1979.My husband was working that day and spend hours in the woods looking for the shooter.So far this movie has only been available on VHS and would love to see it on DVD.But it is worth watching to see how a country sheriff did all that was expected of him and then some.Kind of like Buford Pusser in "Walking tall" but he didn't carry a big stick just a big gun.
__label__2,I believe he is right: Stanley Tam believed in principles and in his faith. His story is truly amazing and his success cannot be disputed. Regardless of your faith or lack thereof the author does a great job in humbly recapping his lifetime achievements for our benefit. Give him a chance to tell you his story. I believe only good things will come of it.
__label__2,remarkable!!!: I love this cd. My favorite song is "Gills and Tails." I have been following her music since she was with Groove Theory. True talent. She is soooooooooooo under rated. KEEP UP THE GOOD WORK AMEL!!!!
__label__1,A huge Adams fan finally must face reality.: As a long-time Douglas Adams fanatic (read all 5 of the trilogy at least a dozen time even wrote down every noun in all 5 for a database) I read both Last Chance to See and DGHDA and loved them. Then I read this sequel and had to admit that it was likely the worst book I'd ever encountered. I didn't laugh once and literally had to force myself through it with several lapses between readings. Odin and Thor bored me senseless. I can now understand why there's been no third addition to the series. Time wasted on this could have been much better spent working on yet another HHG novel.
__label__2,Gods walk among us: This is the 2nd Dirk Gently novel and like the first it is good fun  with Adams trademark sense of humour. An explosion at Heathrow is called by the press an Act of God and it turns out to be more than tabloid hyberbole as Dirk Gently soon discovers.The feel of the novel is reminiscient of Thorne Smith's 'The Night Life of the Gods'. But although Adam's style is always enjoyable the novel seems a little thin; all wit and little substance. Given Adams notorious bouts with writer's block maybe his publishers were unwilling to wait for it to be properly polished.
__label__1,Boring: I had read somewhere that this foreign(german i think) slasher flick was good...so I rented it(thank goodness I did'nt buy it) and was really disapointed. The dubbing is bad and the plot is so unoriginal. Basically a maniac escapes from an aslyum who likes to kill people with big scissors-at the same time some teenagers decide to party in a spooky old school where they just graduated from. There is alot of running around people crawling through air vents and of course stabbings. It isn't even gory if you're into that sorta thing and the beginning which is like a rip-off of Scream is just plain silly....Skip this one or rent it if you have insomnia...
__label__1,you have got to be kidding me: I am absolutely appalled and saddened to see a book with this title.I've been lost in the 'Alzheimer' labyrinth for the past decade.I have no need for a condescending book of this ilk.The title alone makes me want to vomit.Shame on the authors and anyone associated with it.Alzheimer's Disease is too complex a disease for a 'Dummies' manual.This deeply disturbs me.~m
__label__1,Sucked: I should have known that a Van Damme movie would not be worth the time or money. It simply sucked.
__label__1,Poor quality product: After 2nd or 3rd usage inside of the pots started to tarnished (not a food stain). Now the food cooked using these tarnished pots are tasting bit bitter (metallic taste). Very poor quality product.
__label__2,Amazing bargain for the quality: I love this cookware! I had to leave my old kitchen things behind when I moved suddenly last fall due to illness and had gotten some cheap crud at Wal-Mart. BIG MISTAKE. After just 5 months it was a mess so I went looking at Amazon Target and a bunch of other sites. This set was the best bargain and the highest quality I could afford and I could not be much happier with it. The bottoms are heavy and not only retain heat but distribute it evenly. I've only scorched one dish since getting the set and that was my fault not the cookware. I will be adding other pieces from this line to my collection. Recommended.
__label__2,Great!: I really love this pot. It's a bit larger than I expected but that's my fault for not researching the size of pots properly. I'm just cooking for myself so 6 quarts is a bit more than needed. Regardless even when I cook small amounts of things the food doesn't burn or stick horrifically - this pot conducts heat well and is nice and heavy bottomed. It's easy to clean and I would recommend this pot.
__label__2,For the price can't beat ths cookware: I bought my first set 30+ years ago and finally walked away from my big kettle and burned it dry (sucks getting old). The product has not changed in that time because its great!
__label__2,Perfection!: I love these guys! Finally a comedy based on my generation and humor. These guys aren't afraid to put it out there or say whatever is on their minds. If you like silly stupid raunchy; then this show is for you.
__label__1,Finding unworthy research to support questionable conclusions: It's widely reported that the religious right makes up a little less than 40% of the Republican party...not exactly a controlling majority. To imply that they are driving all policy towards a theocracy is intellectually dishonest but works as a great scare tactic.Please look at some of the sources used in the research. To say that they lack credibility would be an understatement (Air America etc?). But books that are preaching to the choir are a dime-a-dozen these days. The author has his select audience and he's trying to give him what they want to hear and shaping the research to support his conclusions. There's nothing wrong with that it sells books just don't expect many of the arguments to hold water.
__label__2,Excellent!: This book is very well written and researched. It is obvious that the negative reviewers on this site are the radical religious extremists that it is written about.
__label__2,Wow.: Even if you know a lot of this stuff it's bracing (to say the least) to see it all presented at once. It's the kind of book that may permanently taint your view of the future and/or get you to start making worst-case-scenario plans in the event that "all the wheels come off at once".Especially interesting were the chapters on the history of "mainstream" and "outsider" churches in the US over the past two centuries (definitely a neglected topic as the author points out) and the "southernization" of America. If Mr. Phillips' sterling credentials and decidedly non-left orientation aren't enough to convince you that this isn't a biased one-sided polemic you're probably unreachable.
__label__1,Super-awful: It gets two stars for the unintentional comedy. Other than that it's one of the worst of the ultra-cheesy predictable low-budget horror movies from the early nineties. The FX are funny at first but then they just go on and on and on and the sucking takes over from the comedy. The acting is uniformly terrible and one has to image that the typically enjoyable Barrymore is just glad to have this ridiculous part of her career well behind her.
__label__1,poor quality: I purchased this from renovaters supply in March 2005. The rod itself is made of solid brass tubing which is why I purchased this. However the wall of the tubing is made from incredibly thin brass and will bend if you hang a wet towel on it. The chrome plating is also of poor quality. For $100 you would think this would be top quality. Don't waste your money on this item.
__label__2,I've got the ice in me.: Considering that Enemymine is the work of Zack Sally Danny Sasaki and Mike Kunka you might wonder how a double bass - one drummer band works. The answer is heavy and quite well. This EP contains my favorite song by Enemymine: I've Got the Ice in Me. However the EP is quite heavy and the sounds that Kunka and Sally create with their basses is incredible. Sadly like godheadSilo Enemymine was not all that well known. If you are interested in Dead Low Tide or Smoke and Smoke give Enemymine (and godheadSilo) a try.
__label__1,How not to write a book!: This is easily the greatest example any teacher/professor could use in teaching how NOT to write a book.It's clearly a novel full of exaggeration distortionand in many places complete lies.May God have had mercy when Loraine tried explaining his part in his false witness crusade against the the Church our 2000 year old Catholic Church!
__label__1,Eye opening: It's amazing how gullible some people can be.I bought and read this book when I was evangelical.I then began to examine the issues in it and seeing not only the inaccuracies and misrepresentations in this book but also seeing the historical theological and BIBLICAL cohesion of the claims of the Catholic Church I became Catholic.Need I say more?
__label__1,Rule#1: Just because it's published doesn't mean it's true.: This one of the worst abominations ever put in print to "describe" Catholicism. It is of note only for its ludicrous claims half-truths and outright lies. DON'T BE FOOLED: THIS TEXT IS NOTHING MORE THAN RUN-OF-THE-MILL PITIFULLY IGNORANT ANTI-CATHOLICISM AT ITS WORST.It has value only as an example of atrocious scholarship flagrant misrepresentation and outright bigotry.
__label__1,A codex of garbage: This book is without question a codex of lies from someone who hates the Catholic Church. The truly sad part is that some people actually eschew the Bible in order to support Boettner's rancid work.The book is useful for Catholic apologists to understand the genesis of some of the more laughable arguments made against Catholicism.As a source of honest information it's a sad joke. A sad joke that still infects some of the more naive minds out there.
__label__1,Outrageous pack of lies: As a former protestant turned Catholic I have done substantial research myself into the doctrinal basis of Catholic Church teaching. And my conclusion: this book is at best an example of poor scholarship.......but is probably more likely a deliberate attempt to spread anti-Catholic propaganda to unknowing protestants. If you want the TRUTH about Catholic Church doctrine better to read Karl Keating's "Catholicism and Fundamentalism" or Alan Schreck's "Catholic and Christian". If you are gonna disagree with Catholic Church doctrine at least know what the actual doctrine IS!!!
__label__1,No understanding of the Catholic Church: The author displays a complete disregard for the teachings of the Catholic Church (either pre-Vatican II or post-Vatican II)and instead offers recycled stereotypical nonsense of Catholicism offered by the same pseudo-religious Protestant preachers who seek to discredit the Church.One might actually gain a better knowledge of the Catholic Church by reading:a) The Bibleb) The Catechism of the Catholic Church(Something that the author of this book has obviously not done)
__label__1,May God have mercy on you seriously!: Wow what can I say? Totally ignorant very very poorly done or just plain intentional lies to mislead people. Even those people who don't have any faith affiliations and atheists will find this book beyond poorly researched.I totally get it if one's own or other christian denomination's interpretation of the Bible is different from Roman Catholism and her teachings but when people (especially this book) intentionally MISREPRESENTS fabricate lies that the other Church TRULY teaches it borders bigotry and hatred which is against the 9th Commandment of God "Thou shalt not bear false witness against thy neighbor".Please for humanity's sake.....read a lot of good historical books specially the other's side OFFICIAL teachings and not just from some disgruntled priest nun or unverifiable source and lastly....be honest!
__label__1,A Good Fantasy: Mr Boettner's book has absolutely no basis in the real world. I think it is safe to say there are factual errors on nearly every page and even when he does get it right he often distorts the facts. Catholics should read this just to see how far anti-catholics will go!
__label__1,Good idea that fails in implementation: I originally was quite interested in seeing this film after reading a lot of good press about it. When I finally did see the film theatrically I mainly saw little more than the failed possibilities.In my opinion the greatest weakness is in focus. The two founders are not particularly interesting characters and the choice to focus on them to the exclusion of the company itself brought the film down. As well there are significant time gaps in the growth of govWorks.com while other sections (most notably the rather boring part about securing venture capital) are given a disproportionate share of the time. In the end I never was able to care about the characters or gain any real feeling for the company they founded. It could have been about any other business that failed with very little that was specific to the time place or culture that surrounded the Dot-Com Boom and why it went bust.
__label__2,UK TO THE FULLEST: SWAY IS AMAZING THE ALBUM THIS IS MY DEMO IS ACTUALLY RELEASED THROUGH DYSHPA PRODUCTIONS WHICH IS SWAYS COMPANY AND HE WAS IN BUSINESS WITH BIG *ALLIENCE RECORDS RELESED IN COURTESY OF ALL CITY MUSIC BECAUSE SWAY IS UNSIGNED HE HAS NEVER HAD A RECORD DEAL BECAUSE WHAT LABELS CAN OFFER HIM AINT ENOUGH AS TO WHAT HE CAN DO FOR HIMSELF I SWEAR DOWN CHECK THE WEBSITE ABOUT THIS MAN.. BRUV I SWEAR TO YOU YOU'LL BE SO DISAPOINTD IN YOURSELF IF YOU DONT GET THIS.BRAP. SAFE
__label__2,A wonderful story: Joel Vance does a wonderful job of drawing you into his hunting life and painting a word-picture that makes you feel like you're there. He has an easy-going writing style so it's fun to ride along as he tells his tales. There are times when you'll laugh out loud and others when you'll find good solid information about hunting guns or dogs.
__label__1,Not good enough: I like David and have seen him live. The beginning of this book was pretty good but then I just lost interest. There were the occasional laugh out loud sections but it seemed like they weren't coming often enough to keep me choosing this book over others. So I say it just wasn't good enough.
__label__1,Made me feel icky: I recently bought Sedaris' Carnegie Hall CD and thought it was hilarious. I am also an enthusiastic fan of This American Life and have loved his many contributions. This book proves that NPR highlights Sedaris' best work and leaves the rest. Unfortunately this is a book mostly of "the rest".I had a tough time finding any redeeming value in the story of his rickshaw hauling trash picking sister and her ability to put out cigarettes with her bare feet. I was much more repulsed by the story of his budding homosexuality and the way he was able to coerce young naked boys to sit on his lap.If I were to choose one word to describe this book it would be "icky". Skip the ickiness and buy the CD. Or better yet skip the expense and listen to This American Life. It's free and it's his best material.
__label__2,A good buy for Sedaris fans but mostly available elsewhere: I love David Sedaris. I think his writing is very funny very touching and very entertaining. I go to see Sedaris speak when he's on tour and I read short pieces he's written for The New Yorker and Esquire online. In fact I've already read many of the stories in this book (which was somewhat disappointing). "Rooster at the Hitching Post" and several other have been printed elsewhere and you can read them online if you don't want to buy this book. I will say though there are plenty of new stories in here that make the book well worth it. Just don't be too surprised if you come across something you've read before.
__label__2,Something more serious: If you enjoyed "Me Talk Pretty One Day" then you will like this book. Although it is a little more serious... with personal stories from Sedars' struggles in life. But it still has laugh out loud situations.I listened to both books read by the author which made the stories feel even more personal.
__label__2,Rolling on the floor in a fit of laughter: Being the first David Sedaris book I've ever picked up I didn't quite know what to think when I first checked it out from the library. But after hearing it raved about by my friends and being highly allured by the cover I decided to give it a try. Reading this book turned out to be one of the most rewarding experiences I've had in a very long time. I found myself cracking up at stories like "Six to Eight Black Men" "Baby Einstein" and "Monie Changes Everything." I often laughed so hard I received very curious stares from those around me.David Sedaris is not only hilarious and entertaining but also a very talented writer who knows how to weave a story unlike any others. I highly highly as highly as anyone can recommend this book for someone anyone who needs a good laugh.
__label__1,A literary reality show?: Sedaris' book is entirely too self-aggrandizing to rate as entertainment. Spare yourself from the temptation to buy.Lamar Nesbit
__label__1,Random rantings from a drugged homosexual: The wittiest parts are in the first 3 chapters. Other than that don't bother. This is the sad story of the product of a dysfunctional estranged family who has many opportunities through gifts trusts and other money sources to find his potential get an education and make his contribution to society. Instead through drugs homosexuality and extreme self-absorbtion he descends into a sad wasted life. I regret buying this book. Again don't bother.
__label__2,Dress Your Family in Corduroy and Denim: Hearfelt essays on David Sedaris' life growing up gay in middle America. Always full of astute observations of American life you will laugh out loud many times while reading this collection of essays.
__label__1,good pan just hope you don't need the lifetime warranty: good pan just hope you don't need the lifetime warranty. this complaint is not pan specific. If you have read the tons of consumer complaints against Meyer corp you will see that they do NOT honor there lifetime warranty on the non stick surface. I had my pan for 2 years and the surface stopped working. we have never used the pan in the oven nor put it in the dish washer and we don't even own anything but plastic pan utensils. all of which makes our pan a perfect candidate to be replaced. according to the website you don't need an RMA or anything just UPS the pan. well i did. the UPS tracking shows them getting it some 4 months ago and no word from them. after checking around on line this is typical of them. save your $10 in UPS shipping and buy a different brand. vote with your dollar and spend it else ware.
__label__2,Farberware classic 10 inch frying pan: I've used Farberware for 40 years and have always loved their products. Most of my pots still look great after so much use. They cook food beautifully. The only problem has been with some of the handles loosening up after years of use. They can usually be tightened with a screwdriver but after a long while it's a bit more difficult.
__label__2,Fantastic: I sent this collection of Italian cheeses to my daughter and needless to say she was delighted. They were excellent!!Formaggio del Cucina (Italian Cooking Cheeses 2 pound) by igourmet.com
__label__1,It didn't help my vision: I followed this book and did everything it said with an open mind. The print is every bit as blurry as it every was before I tried the things in this book. I wanted so much for this to work and I'll try again but after four months of daily applying the techiniques of this book my vision did not improve the least bit.
__label__2,Terrific Album but what happened to 4 Strong Winds?: I saw the Heart of Gold concert from the Ryman Aud. on Showtime recently and found the music and staging superb.Neil sounded great and his asides between numbers showed how sensitive a performer he really is to those in his audience. I immediately ordered the Prarie Winds CD as well as the DVD. However I was disappointed that Four Strong Winds was not included on the CD. This is a beautiful song by Ian Tyson also found on CASH -V by Johnny Cash. I would hope that Neil's version will eventually make it to a CD in the future. I recommend both to all Neil's fans.
__label__1,Great music terrible recording/sound quality: The recording is so bass heavy that it is not pleasurable to listen to. The music on this CD is also on the live "Heart of Gold" DVD movie...the sound quality is quite good on the live recording. Mr. Young's performance of the songs is also better on the live recording.
__label__1,Prairie Wind review: The CD does not play. I have tried it in several different CD players and it simply doesn't play. The Johnny Cash CD I purchased with it plays just fine so I don't know why it doesn't work. I would appreciate a replacement.
__label__1,Buy Neil's Greatest Hits Insted: I don't think this is Neil Young's best CD. I look at the radiobut the Painter gets played like 2695 times on the radio a day.Why? Plus I've heard the songs are too slow. This is too muchof an overrated CD! Buy the last album from Neil Young GreatestHits it has better songs like his best Down by the River andthe great grunge Hey Hey My My. This is a waste of money.
